"SchoolNumber" "Number" "Advanced" "Proficient" "Basic" "BelowBasic" "Mathmean" "default" "high" "low" "both"
"331" "000003859" 143 4.9 7.7 21 66.4 1140 "black" "black" "black" "black"
"332" "000003860" 203 2.5 12.8 12.3 72.4 1100 "black" "black" "black" "black"
"333" "000003861" 148 4.1 18.2 31.8 45.9 1210 "black" "black" "black" "black"
"334" "000003869" 80 11.3 31.3 30 27.5 1280 "black" "black" "black" "black"
"335" "000003875" 62 22.6 24.2 17.7 35.5 1290 "black" "black" "black" "black"
"336" "000003877" 44 15.9 40.9 27.3 15.9 1330 "black" "black" "black" "black"
"337" "000003883" 157 14.6 29.9 33.8 21.7 1310 "black" "black" "black" "black"
"338" "000003891" 241 32 30.3 19.5 18.3 1390 "black" "black" "black" "black"
"339" "000003910" 129 13.2 29.5 16.3 41.1 1270 "black" "black" "black" "black"
"340" "000003914" 88 10.2 23.9 28.4 37.5 1250 "black" "black" "black" "black"
"341" "000003924" 287 22.6 24.7 18.1 34.5 1310 "black" "black" "black" "black"
"342" "000003940" 61 11.5 39.3 37.7 11.5 1310 "black" "black" "black" "black"
"343" "000003957" 90 14.4 22.2 31.1 32.2 1270 "black" "black" "black" "black"
"344" "000003962" 109 18.3 33 28.4 20.2 1320 "black" "black" "black" "black"
"345" "000003969" 194 25.8 23.2 25.8 25.3 1320 "black" "black" "black" "black"
"346" "000003972" 53 5.7 20.8 34 39.6 1240 "black" "black" "black" "black"
"347" "000003978" 115 28.7 36.5 18.3 16.5 1380 "black" "black" "black" "black"
"348" "000003988" 104 16.3 25 24 34.6 1260 "black" "black" "black" "black"
"349" "000003994" 109 4.6 31.2 24.8 39.4 1230 "black" "black" "black" "black"
"350" "000004002" 30 10 33.3 23.3 33.3 1270 "black" "black" "black" "black"
"351" "000004006" 50 38 22 16 24 1360 "black" "black" "black" "black"
"352" "000004015" 224 20.1 27.7 21 31.3 1310 "black" "black" "black" "black"
"353" "000004026" 103 38.8 30.1 16.5 14.6 1440 "black" "black" "black" "black"
"354" "000004030" 69 18.8 33.3 20.3 27.5 1320 "black" "black" "black" "black"
"355" "000004034" 95 13.7 42.1 16.8 27.4 1310 "black" "black" "black" "black"
"356" "000004044" 144 13.2 28.5 30.6 27.8 1280 "black" "black" "black" "black"
"357" "000004049" 94 17 31.9 21.3 29.8 1290 "black" "black" "black" "black"
"358" "000004054" 62 17.7 21 24.2 37.1 1250 "black" "black" "black" "black"
"359" "000004058" 61 13.1 24.6 23 39.3 1260 "black" "black" "black" "black"
"360" "000004064" 40 12.5 22.5 27.5 37.5 1250 "black" "black" "black" "black"
"361" "000004068" 79 10.1 20.3 30.4 39.2 1230 "black" "black" "black" "black"
"362" "000004071" 60 6.7 25 26.7 41.7 1230 "black" "black" "black" "black"
"363" "000004080" 149 22.1 28.9 28.2 20.8 1340 "black" "black" "black" "black"
"364" "000004085" 121 22.3 35.5 25.6 16.5 1360 "black" "black" "black" "black"
"365" "000004091" 168 20.8 29.8 27.4 22 1320 "black" "black" "black" "black"
"366" "000004098" 129 25.6 21.7 25.6 27.1 1310 "black" "black" "black" "black"
"367" "000004106" 194 10.3 22.2 25.8 41.8 1230 "black" "black" "black" "black"
"368" "000004126" 70 17.1 32.9 24.3 25.7 1310 "black" "black" "black" "black"
"369" "000004135" 97 18.6 30.9 34 16.5 1340 "black" "black" "black" "black"
"370" "000004143" 119 13.4 32.8 31.1 22.7 1310 "black" "black" "black" "black"
"371" "000004146" 59 6.8 40.7 18.6 33.9 1270 "black" "black" "black" "black"
"372" "000004149" 227 22.5 36.1 21.6 19.8 1340 "black" "black" "black" "black"
"373" "000004165" 59 18.6 42.4 15.3 23.7 1330 "black" "black" "black" "black"
"374" "000004181" 111 18 31.5 13.5 36.9 1290 "black" "black" "black" "black"
"375" "000004188" 116 19.8 33.6 23.3 23.3 1330 "black" "black" "black" "black"
"376" "000004195" 106 18.9 24.5 26.4 30.2 1290 "black" "black" "black" "black"
"377" "000004203" 71 9.9 32.4 22.5 35.2 1280 "black" "black" "black" "black"
"378" "000004217" 270 23.3 31.9 21.9 23 1340 "black" "black" "black" "black"
"379" "000004235" 102 10.8 30.4 23.5 35.3 1260 "black" "black" "black" "black"
"380" "000004242" 109 9.2 22.9 29.4 38.5 1250 "black" "black" "black" "black"
"381" "000004249" 174 8 19.5 26.4 46 1220 "black" "black" "black" "black"
"382" "000004286" 138 18.1 22.5 22.5 37 1260 "black" "black" "black" "black"
"383" "000004295" 237 33.3 30.8 20.7 15.2 1400 "black" "black" "black" "black"
"384" "000004310" 258 17.8 33.3 25.6 23.3 1320 "black" "black" "black" "black"
"385" "000004340" 185 22.2 31.4 19.5 27 1330 "black" "black" "black" "black"
"386" "000004352" 208 23.6 32.2 23.1 21.2 1350 "black" "black" "black" "black"
"387" "000004360" 322 48.4 28.6 12.4 10.6 1480 "black" "blue" "black" "blue"
"388" "000004373" 264 35.2 28 18.9 17.8 1400 "black" "black" "black" "black"
"389" "000004404" 485 35.3 33 17.7 14 1410 "black" "black" "black" "black"
"390" "000004412" 102 15.7 38.2 18.6 27.5 1310 "black" "black" "black" "black"
"391" "000004431" 327 19.9 29.7 27.8 22.6 1330 "black" "black" "black" "black"
"392" "000004437" 67 31.3 19.4 17.9 31.3 1330 "black" "black" "black" "black"
"393" "000004442" 122 35.2 40.2 10.7 13.9 1410 "black" "black" "black" "black"
"394" "000004458" 180 25 26.7 23.9 24.4 1350 "black" "black" "black" "black"
"395" "000004469" 186 10.8 21.5 21 46.8 1220 "black" "black" "black" "black"
"396" "000004528" 116 26.7 34.5 19.8 19 1360 "black" "black" "black" "black"
"397" "000004545" 281 27.4 33.5 19.9 19.2 1380 "black" "black" "black" "black"
"398" "000004553" 371 23.7 31.8 26.4 18.1 1350 "black" "black" "black" "black"
"399" "000004558" 225 28 30.7 23.1 18.2 1380 "black" "black" "black" "black"
"400" "000004564" 208 20.2 28.8 20.7 30.3 1300 "black" "black" "black" "black"
"401" "000004571" 92 20.7 20.7 37 21.7 1320 "black" "black" "black" "black"
"402" "000004577" 157 21.7 35 23.6 19.7 1340 "black" "black" "black" "black"
"403" "000004598" 353 29.2 31.7 18.4 20.7 1360 "black" "black" "black" "black"
"404" "000004602" 159 6.9 30.2 28.3 34.6 1260 "black" "black" "black" "black"
"405" "000004608" 285 22.5 27.7 25.6 24.2 1330 "black" "black" "black" "black"
"406" "000004614" 241 16.6 32.8 27.4 23.2 1310 "black" "black" "black" "black"
"407" "000004623" 284 25 29.9 27.5 17.6 1350 "black" "black" "black" "black"
"408" "000004647" 247 5.7 14.6 25.9 53.8 1180 "black" "black" "black" "black"
"409" "000004658" 200 50 21.5 14.5 14 1470 "black" "blue" "black" "blue"
"410" "000004664" 88 10.2 23.9 21.6 44.3 1230 "black" "black" "black" "black"
"411" "000004670" 137 20.4 30.7 26.3 22.6 1320 "black" "black" "black" "black"
"412" "000004682" 736 38.7 24.9 16.8 19.6 1400 "black" "black" "black" "black"
"413" "000004691" 219 16 25.6 25.6 32.9 1270 "black" "black" "black" "black"
"414" "000004704" 295 16.6 26.4 21.7 35.3 1270 "black" "black" "black" "black"
"415" "000004706" 93 30.1 35.5 14 20.4 1380 "black" "black" "black" "black"
"416" "000004715" 131 9.9 26.7 24.4 38.9 1250 "black" "black" "black" "black"
"417" "000004717" 371 27 30.5 21.6 21 1360 "black" "black" "black" "black"
"418" "000004728" 69 0 2.9 14.5 82.6 1060 "black" "black" "black" "black"
"419" "000004734" 127 29.9 22.8 26.8 20.5 1360 "black" "black" "black" "black"
"420" "000004735" 202 16.8 26.7 19.8 36.6 1280 "black" "black" "black" "black"
"421" "000004800" 364 37.9 27.2 19 15.9 1410 "black" "black" "black" "black"
"422" "000004801" 270 42.2 32.2 15.2 10.4 1450 "black" "black" "black" "black"
"423" "000004807" 223 4.5 12.1 28.3 55.2 1170 "black" "black" "black" "black"
"424" "000004810" 216 17.1 39.8 21.3 21.8 1340 "black" "black" "black" "black"
"425" "000004817" 95 13.7 22.1 30.5 33.7 1270 "black" "black" "black" "black"
"426" "000004818" 111 16.2 25.2 19.8 38.7 1260 "black" "black" "black" "black"
"427" "000004828" 112 30.4 33 23.2 13.4 1400 "black" "black" "black" "black"
"428" "000004845" 322 33.9 25.8 20.8 19.6 1390 "black" "black" "black" "black"
"429" "000004870" 81 1.2 14.8 22.2 61.7 1140 "black" "black" "black" "black"
"430" "000004930" 222 20.3 30.2 23.9 25.7 1320 "black" "black" "black" "black"
"431" "000004931" 176 22.2 34.1 18.2 25.6 1330 "black" "black" "black" "black"
"432" "000004940" 115 0.9 10.4 18.3 70.4 1110 "black" "black" "black" "black"
"433" "000004951" 234 31.6 39.3 16.7 12.4 1390 "black" "black" "black" "black"
"434" "000004957" 428 20.1 25.7 22.4 31.8 1290 "black" "black" "black" "black"
"435" "000004958" 45 4.4 22.2 31.1 42.2 1210 "black" "black" "black" "black"
"436" "000004959" 152 3.3 15.8 27 53.9 1160 "black" "black" "black" "black"
"437" "000004960" 142 50.7 30.3 7 12 1490 "black" "blue" "black" "blue"
"438" "000005012" 476 16.6 25 22.1 36.3 1270 "black" "black" "black" "black"
"439" "000005017" 258 21.3 25.2 24.4 29.1 1320 "black" "black" "black" "black"
"440" "000005023" 139 16.5 25.2 30.2 28.1 1290 "black" "black" "black" "black"
"441" "000005058" 206 20.9 30.1 25.2 23.8 1330 "black" "black" "black" "black"
"442" "000005059" 113 0.9 10.6 19.5 69 1110 "black" "black" "black" "black"
"443" "000005070" 148 23.6 31.8 23 21.6 1340 "black" "black" "black" "black"
"444" "000005078" 337 50.7 22.8 12.5 13.9 1490 "black" "blue" "black" "blue"
"445" "000005081" 172 36.6 44.8 12.2 6.4 1440 "black" "black" "black" "black"
"446" "000005083" 262 35.9 36.6 19.8 7.6 1440 "black" "black" "black" "black"
"447" "000005091" 292 26.7 28.1 23.3 21.9 1360 "black" "black" "black" "black"
"448" "000005096" 899 45.5 31.7 13.6 9.2 1470 "black" "blue" "black" "blue"
"449" "000005098" 280 40.4 25.4 17.1 17.1 1410 "black" "black" "black" "black"
"450" "000005103" 135 15.6 33.3 25.9 25.2 1320 "black" "black" "black" "black"
"451" "000005112" 206 26.2 28.2 18.4 27.2 1340 "black" "black" "black" "black"
"452" "000005116" 554 14.4 20.6 24.2 40.8 1250 "black" "black" "black" "black"
"453" "000005118" 139 26.6 28.1 23 22.3 1350 "black" "black" "black" "black"
"454" "000005133" 607 44 32.6 13.3 10 1450 "black" "black" "black" "black"
"455" "000005135" 57 31.6 28.1 14 26.3 1370 "black" "black" "black" "black"
"456" "000005136" 85 17.6 28.2 20 34.1 1290 "black" "black" "black" "black"
"457" "000005153" 218 24.3 31.7 28 16.1 1360 "black" "black" "black" "black"
"458" "000005155" 211 9.5 27.5 22.3 40.8 1250 "black" "black" "black" "black"
"459" "000005168" 200 3.5 18 30 48.5 1170 "black" "black" "black" "black"
"460" "000005169" 184 18.5 22.3 23.4 35.9 1280 "black" "black" "black" "black"
"461" "000005178" 140 5.7 17.9 30 46.4 1200 "black" "black" "black" "black"
"462" "000005180" 129 0.8 9.3 24.8 65.1 1130 "black" "black" "black" "black"
"463" "000005190" 256 44.9 32.4 14.8 7.8 1460 "black" "blue" "black" "blue"
"464" "000005193" 133 10.5 22.6 28.6 38.3 1240 "black" "black" "black" "black"
"465" "000005199" 100 21 33 25 21 1330 "black" "black" "black" "black"
"466" "000005207" 280 25.7 35 19.3 20 1360 "black" "black" "black" "black"
"467" "000005208" 132 9.1 30.3 25.8 34.8 1250 "black" "black" "black" "black"
"468" "000005212" 153 8.5 29.4 30.7 31.4 1260 "black" "black" "black" "black"
"469" "000005214" 125 32 26.4 24 17.6 1380 "black" "black" "black" "black"
"470" "000005219" 68 13.2 20.6 33.8 32.4 1250 "black" "black" "black" "black"
"471" "000005221" 217 22.6 23 21.2 33.2 1300 "black" "black" "black" "black"
"472" "000005228" 405 11.1 22.2 27.9 38.8 1240 "black" "black" "black" "black"
"473" "000005242" 156 10.9 25 21.8 42.3 1240 "black" "black" "black" "black"
"474" "000005245" 96 16.7 32.3 30.2 20.8 1310 "black" "black" "black" "black"
"475" "000005246" 148 16.9 29.1 20.9 33.1 1280 "black" "black" "black" "black"
"476" "000005248" 64 10.9 18.8 21.9 48.4 1190 "black" "black" "black" "black"
"477" "000005261" 282 24.1 28.7 22 25.2 1330 "black" "black" "black" "black"
"478" "000005264" 96 20.8 26 25 28.1 1310 "black" "black" "black" "black"
"479" "000005271" 276 13.8 26.4 25 34.8 1270 "black" "black" "black" "black"
"480" "000005278" 207 2.4 15 25.6 57 1170 "black" "black" "black" "black"
"481" "000005287" 268 48.5 22.8 16 12.7 1460 "black" "blue" "black" "blue"
"482" "000005288" 92 1.1 4.3 10.9 83.7 1080 "black" "black" "black" "black"
"483" "000005338" 54 0 3.7 13 83.3 1090 "black" "black" "black" "black"
"484" "000005345" 945 30.1 30.5 18.5 21 1380 "black" "black" "black" "black"
"485" "000005352" 194 24.2 41.2 18 16.5 1380 "black" "black" "black" "black"
"486" "000006001" 295 8.5 20.3 29.5 41.7 1220 "black" "black" "black" "black"
"487" "000006012" 283 17.3 25.1 24.4 33.2 1290 "black" "black" "black" "black"
"488" "000006105" 314 14.6 31.5 20.4 33.4 1280 "black" "black" "black" "black"
"489" "000006122" 50 10 44 28 18 1320 "black" "black" "black" "black"
"490" "000006125" 51 7.8 7.8 13.7 70.6 1140 "black" "black" "black" "black"
"491" "000006126" 43 37.2 23.3 18.6 20.9 1390 "black" "black" "black" "black"
"492" "000006129" 82 23.2 32.9 29.3 14.6 1360 "black" "black" "black" "black"
"493" "000006136" 93 32.3 29 11.8 26.9 1360 "black" "black" "black" "black"
"494" "000006145" 148 25 31.1 25 18.9 1350 "black" "black" "black" "black"
"495" "000006148" 151 31.8 29.1 20.5 18.5 1390 "black" "black" "black" "black"
"496" "000006152" 13 15.4 15.4 46.2 23.1 1270 "black" "black" "black" "black"
"497" "000006156" 306 22.5 28.4 20.3 28.8 1320 "black" "black" "black" "black"
"498" "000006159" 25 36 28 20 16 1390 "black" "black" "black" "black"
"499" "000006161" 36 8.3 30.6 22.2 38.9 1270 "black" "black" "black" "black"
"500" "000006162" 139 11.5 28.1 33.8 26.6 1280 "black" "black" "black" "black"
"501" "000006165" 204 19.6 28.4 29.4 22.5 1330 "black" "black" "black" "black"
"502" "000006181" 52 23.1 42.3 23.1 11.5 1370 "black" "black" "black" "black"
"503" "000006191" 191 25.1 33.5 19.9 21.5 1370 "black" "black" "black" "black"
"504" "000006201" 96 15.6 28.1 24 32.3 1290 "black" "black" "black" "black"
"505" "000006207" 86 15.1 29.1 37.2 18.6 1310 "black" "black" "black" "black"
"506" "000006210" 69 18.8 24.6 27.5 29 1280 "black" "black" "black" "black"
"507" "000006216" 26 3.8 11.5 34.6 50 1160 "black" "black" "black" "black"
"508" "000006218" 74 8.1 35.1 32.4 24.3 1280 "black" "black" "black" "black"
"509" "000006222" 26 0 26.9 11.5 61.5 1150 "black" "black" "black" "black"
"510" "000006223" 43 4.7 20.9 30.2 44.2 1220 "black" "black" "black" "black"
"511" "000006231" 133 18.8 36.1 16.5 28.6 1310 "black" "black" "black" "black"
"512" "000006236" 241 16.6 23.7 24.9 34.9 1270 "black" "black" "black" "black"
"513" "000006241" 53 9.4 24.5 32.1 34 1250 "black" "black" "black" "black"
"514" "000006252" 72 8.3 37.5 22.2 31.9 1290 "black" "black" "black" "black"
"515" "000006255" 139 15.8 25.2 26.6 32.4 1280 "black" "black" "black" "black"
"516" "000006269" 94 11.7 24.5 29.8 34 1260 "black" "black" "black" "black"
"517" "000006271" 296 25 28 20.9 26 1350 "black" "black" "black" "black"
"518" "000006280" 170 15.3 30 31.2 23.5 1300 "black" "black" "black" "black"
"519" "000006290" 225 25.8 33.3 20.9 20 1350 "black" "black" "black" "black"
"520" "000006293" 331 39.3 26 18.1 16.6 1430 "black" "black" "black" "black"
"521" "000006306" 438 25.6 26.7 21.7 26 1340 "black" "black" "black" "black"
"522" "000006308" 135 23 28.9 29.6 18.5 1340 "black" "black" "black" "black"
"523" "000006318" 166 29.5 26.5 20.5 23.5 1370 "black" "black" "black" "black"
"524" "000006328" 180 21.1 35.6 19.4 23.9 1340 "black" "black" "black" "black"
"525" "000006330" 99 25.3 29.3 26.3 19.2 1350 "black" "black" "black" "black"
"526" "000006333" 269 1.1 5.2 15.6 78.1 1080 "black" "black" "black" "black"
"527" "000006340" 114 10.5 22.8 29.8 36.8 1250 "black" "black" "black" "black"
"528" "000006341" 71 15.5 26.8 29.6 28.2 1280 "black" "black" "black" "black"
"529" "000006345" 240 24.2 27.9 23.3 24.6 1340 "black" "black" "black" "black"
"530" "000006354" 176 10.2 26.7 26.7 36.4 1240 "black" "black" "black" "black"
"531" "000006364" 137 19 33.6 24.1 23.4 1330 "black" "black" "black" "black"
"532" "000006368" 414 21 29.5 20.3 29.2 1310 "black" "black" "black" "black"
"533" "000006372" 42 9.5 28.6 21.4 40.5 1250 "black" "black" "black" "black"
"534" "000006373" 63 6.3 23.8 39.7 30.2 1250 "black" "black" "black" "black"
"535" "000006390" 189 28 27.5 19.6 24.9 1350 "black" "black" "black" "black"
"536" "000006391" 346 16.5 30.3 24.3 28.9 1300 "black" "black" "black" "black"
"537" "000006404" 150 8.7 28.7 32.7 30 1250 "black" "black" "black" "black"
"538" "000006413" 287 13.9 24 25.1 36.9 1270 "black" "black" "black" "black"
"539" "000006418" 110 4.5 28.2 23.6 43.6 1220 "black" "black" "black" "black"
"540" "000006419" 69 23.2 36.2 20.3 20.3 1330 "black" "black" "black" "black"
"541" "000006439" 159 17.6 22.6 27.7 32.1 1290 "black" "black" "black" "black"
"542" "000006455" 735 24.5 28.3 23.3 23.9 1340 "black" "black" "black" "black"
"543" "000006482" 213 27.2 30.5 15 27.2 1350 "black" "black" "black" "black"
"544" "000006492" 252 0.8 7.9 27.4 63.9 1110 "black" "black" "black" "black"
"545" "000006516" 201 3 11.9 23.9 61.2 1150 "black" "black" "black" "black"
"546" "000006523" 295 1 10.2 21.4 67.5 1120 "black" "black" "black" "black"
"547" "000006527" 523 9.8 19.7 19.9 50.7 1210 "black" "black" "black" "black"
"548" "000006548" 177 7.9 22 37.3 32.8 1250 "black" "black" "black" "black"
"549" "000006554" 87 3.4 16.1 20.7 59.8 1140 "black" "black" "black" "black"
"550" "000006555" 213 13.1 28.2 27.2 31.5 1270 "black" "black" "black" "black"
"551" "000006563" 134 21.6 29.9 21.6 26.9 1320 "black" "black" "black" "black"
"552" "000006575" 91 6.6 33 25.3 35.2 1260 "black" "black" "black" "black"
"553" "000006583" 84 13.1 31 27.4 28.6 1290 "black" "black" "black" "black"
"554" "000006600" 222 21.6 25.7 18.5 34.2 1300 "black" "black" "black" "black"
"555" "000006610" 221 26.2 29 21.7 23.1 1350 "black" "black" "black" "black"
"556" "000006648" 331 28.7 31.1 22.1 18.1 1370 "black" "black" "black" "black"
"557" "000006675" 267 1.1 12.7 34.8 51.3 1170 "black" "black" "black" "black"
"558" "000006693" 104 14.4 27.9 22.1 35.6 1270 "black" "black" "black" "black"
"559" "000006704" 148 11.5 41.9 12.8 33.8 1290 "black" "black" "black" "black"
"560" "000006705" 223 22 30 21.5 26.5 1310 "black" "black" "black" "black"
"561" "000006706" 218 25.7 33.5 17 23.9 1350 "black" "black" "black" "black"
"562" "000006707" 222 24.3 28.8 22.1 24.8 1340 "black" "black" "black" "black"
"563" "000006729" 329 10.6 28 25.2 36.2 1250 "black" "black" "black" "black"
"564" "000006734" 343 37.3 32.9 12 17.8 1420 "black" "black" "black" "black"
"565" "000006737" 125 39.2 33.6 16 11.2 1440 "black" "black" "black" "black"
"566" "000006745" 137 24.8 20.4 27 27.7 1320 "black" "black" "black" "black"
"567" "000006775" 204 11.8 27.5 25.5 35.3 1270 "black" "black" "black" "black"
"568" "000006789" 35 20 25.7 28.6 25.7 1330 "black" "black" "black" "black"
"569" "000006793" 627 44.5 30 15.2 10.4 1470 "black" "blue" "black" "blue"
"570" "000006800" 29 27.6 13.8 17.2 41.4 1280 "black" "black" "black" "black"
"571" "000006822" 185 6.5 17.8 36.8 38.9 1220 "black" "black" "black" "black"
"572" "000006873" 27 3.7 11.1 3.7 81.5 1110 "black" "black" "black" "black"
"573" "000006887" 206 20.4 26.7 19.9 33 1290 "black" "black" "black" "black"
"574" "000006915" 265 13.2 27.5 25.3 34 1280 "black" "black" "black" "black"
"575" "000006928" 111 27 31.5 19.8 21.6 1350 "black" "black" "black" "black"
"576" "000006935" 316 13 24.7 23.1 39.2 1250 "black" "black" "black" "black"
"577" "000006936" 135 11.1 22.2 32.6 34.1 1250 "black" "black" "black" "black"
"578" "000006942" 129 41.9 20.9 20.2 17.1 1410 "black" "black" "black" "black"
"579" "000006946" 49 6.1 12.2 42.9 38.8 1200 "black" "black" "black" "black"
"580" "000006980" 340 36.2 29.7 16.8 17.4 1400 "black" "black" "black" "black"
"581" "000006996" 154 11.7 26.6 33.1 28.6 1280 "black" "black" "black" "black"
"582" "000006998" 10 0 0 20 80 1100 "black" "black" "black" "black"
"583" "000007012" 94 12.8 36.2 24.5 26.6 1300 "black" "black" "black" "black"
"584" "000007019" 249 11.2 24.5 25.3 39 1240 "black" "black" "black" "black"
"585" "000007023" 137 44.5 43.1 7.3 5.1 1470 "black" "blue" "black" "blue"
"586" "000007058" 22 18.2 22.7 45.5 13.6 1300 "black" "black" "black" "black"
"587" "000007065" 132 9.8 24.2 20.5 45.5 1220 "black" "black" "black" "black"
"588" "000007070" 110 27.3 53.6 16.4 2.7 1420 "black" "black" "black" "black"
"589" "000007071" 93 0 0 15.1 84.9 1060 "black" "black" "black" "black"
"590" "000007072" 101 0 5 28.7 66.3 1120 "black" "black" "black" "black"
"591" "000007086" 58 1.7 25.9 39.7 32.8 1240 "black" "black" "black" "black"
"592" "000007101" 429 33.6 36.8 14.9 14.7 1410 "black" "black" "black" "black"
"593" "000007103" 64 28.1 29.7 15.6 26.6 1350 "black" "black" "black" "black"
"594" "000007112" 91 15.4 28.6 23.1 33 1270 "black" "black" "black" "black"
"595" "000007124" 45 2.2 24.4 31.1 42.2 1210 "black" "black" "black" "black"
"596" "000007125" 11 0 0 18.2 81.8 1090 "black" "black" "black" "black"
"597" "000007136" 87 16.1 16.1 21.8 46 1240 "black" "black" "black" "black"
"598" "000007149" 11 0 0 0 100 990 "black" "black" "red" "red"
"599" "000007156" 56 1.8 8.9 21.4 67.9 1140 "black" "black" "black" "black"
"600" "000007170" 238 17.2 29 24.8 29 1300 "black" "black" "black" "black"
"601" "000007255" 237 1.3 14.3 28.3 56.1 1160 "black" "black" "black" "black"
"602" "000007292" 17 0 5.9 5.9 88.2 1010 "black" "black" "red" "red"
"603" "000007293" 70 1.4 12.9 24.3 61.4 1150 "black" "black" "black" "black"
"604" "000007294" 211 1.9 18 27 53.1 1170 "black" "black" "black" "black"
"605" "000007325" 50 0 2 10 88 1030 "black" "black" "red" "red"
"606" "000007348" 570 15.8 20.5 26.3 37.4 1270 "black" "black" "black" "black"
"607" "000007425" 12 0 16.7 8.3 75 1070 "black" "black" "black" "black"
"608" "000007471" 22 0 13.6 50 36.4 1190 "black" "black" "black" "black"
"609" "000007506" 43 0 0 11.6 88.4 1060 "black" "black" "black" "black"
"610" "000007510" 53 0 0 15.1 84.9 1050 "black" "black" "black" "black"
"611" "000007512" 24 41.7 45.8 8.3 4.2 1470 "black" "blue" "black" "blue"
"612" "000007515" 205 42 39 14.1 4.9 1460 "black" "blue" "black" "blue"
"613" "000007530" 16 0 0 6.3 93.8 1010 "black" "black" "red" "red"
"614" "000007540" 110 0 23.6 37.3 39.1 1210 "black" "black" "black" "black"
"615" "000007541" 58 0 1.7 15.5 82.8 1060 "black" "black" "black" "black"
"616" "000007542" 68 1.5 0 19.1 79.4 1110 "black" "black" "black" "black"
"617" "000007546" 26 0 7.7 11.5 80.8 1080 "black" "black" "black" "black"
"618" "000007550" 16 6.3 6.3 6.3 81.3 1090 "black" "black" "black" "black"
"619" "000007553" 26 0 0 15.4 84.6 1070 "black" "black" "black" "black"
"620" "000007567" 20 0 15 20 65 1160 "black" "black" "black" "black"
"621" "000007574" 42 4.8 23.8 31 40.5 1240 "black" "black" "black" "black"
"622" "000007577" 52 0 3.8 9.6 86.5 1050 "black" "black" "black" "black"
"623" "000007578" 85 0 8.2 25.9 65.9 1130 "black" "black" "black" "black"
"624" "000007582" 63 0 6.3 15.9 77.8 1100 "black" "black" "black" "black"
"625" "000007589" 345 16.8 21.2 26.1 35.9 1270 "black" "black" "black" "black"
"626" "000007640" 59 20.3 30.5 28.8 20.3 1320 "black" "black" "black" "black"
"627" "000007641" 183 10.9 20.2 23.5 45.4 1220 "black" "black" "black" "black"
"628" "000007650" 53 7.5 22.6 34 35.8 1240 "black" "black" "black" "black"
"629" "000007664" 60 11.7 48.3 26.7 13.3 1340 "black" "black" "black" "black"
"630" "000007666" 97 2.1 9.3 23.7 64.9 1140 "black" "black" "black" "black"
"631" "000007671" 42 0 2.4 19 78.6 1080 "black" "black" "black" "black"
"632" "000007676" 15 0 6.7 6.7 86.7 1050 "black" "black" "black" "black"
"633" "000007688" 21 4.8 4.8 33.3 57.1 1170 "black" "black" "black" "black"
"634" "000007689" 34 0 23.5 32.4 44.1 1200 "black" "black" "black" "black"
"635" "000007690" 29 6.9 20.7 27.6 44.8 1200 "black" "black" "black" "black"
"636" "000007691" 31 16.1 25.8 38.7 19.4 1300 "black" "black" "black" "black"
"637" "000008540" 13 0 0 0 100 990 "black" "black" "red" "red"
"638" "000009998" 10 0 0 0 100 1020 "black" "black" "red" "red"
"639" "101000000" 25 0 0 0 100 990 "black" "black" "red" "red"
"640" "103000000" 26 0 11.5 7.7 80.8 1060 "black" "black" "black" "black"
"641" "104000000" 35 5.7 2.9 11.4 80 1040 "black" "black" "black" "black"
"642" "105000000" 25 0 4 16 80 1050 "black" "black" "black" "black"
"643" "108000000" 27 3.7 0 14.8 81.5 1060 "black" "black" "black" "black"
"644" "111000000" 19 0 0 10.5 89.5 1020 "black" "black" "red" "red"
"645" "112000000" 60 1.7 5 10 83.3 1020 "black" "black" "red" "red"
"646" "113000000" 32 0 6.3 3.1 90.6 1040 "black" "black" "black" "black"
"647" "114000000" 32 3.1 9.4 15.6 71.9 1100 "black" "black" "black" "black"
"648" "116000000" 59 0 8.5 10.2 81.4 1070 "black" "black" "black" "black"
"649" "121000000" 19 0 0 5.3 94.7 990 "black" "black" "red" "red"
"650" "122000000" 21 0 4.8 14.3 81 1050 "black" "black" "black" "black"
"651" "124000000" 70 0 10 12.9 77.1 1070 "black" "black" "black" "black"
"652" "125000000" 52 0 0 7.7 92.3 1000 "black" "black" "red" "red"
"653" "129000000" 12 0 0 0 100 840 "black" "black" "red" "red"
"654" "203022945" 30 6.7 10 26.7 56.7 1180 "black" "black" "black" "black"
"655" "211441053" 27 33.3 29.6 29.6 7.4 1400 "black" "black" "black" "black"
"656" "214061502" 92 14.1 35.9 28.3 21.7 1320 "black" "black" "black" "black"
"657" "214062752" 129 20.9 40.3 25.6 13.2 1350 "black" "black" "black" "black"
"658" "217410501" 28 10.7 25 32.1 32.1 1280 "black" "black" "black" "black"
"659" "217596001" 13 15.4 23.1 23.1 38.5 1290 "black" "black" "black" "black"
"660" "220480502" 194 22.7 36.6 23.2 17.5 1360 "black" "black" "black" "black"
"661" "220484502" 129 22.5 32.6 27.1 17.8 1350 "black" "black" "black" "black"
"662" "220485602" 43 14 32.6 27.9 25.6 1290 "black" "black" "black" "black"
"663" "221130502" 14 0 7.1 7.1 85.7 1050 "black" "black" "black" "black"
"664" "221390202" 224 30.8 30.4 21.9 17 1390 "black" "black" "black" "black"
